,track,artist,genre,week,Ranking
13462,One Voice,"Gilman, Billy",Country,43,
13463,Smile,Lonestar,Country,43,
13464,Buy Me A Rose,"Rogers, Kenny",Country,43,
13465,Lessons Learned,"Lawrence, Tracy",Country,43,
13466,Go On,"Strait, George",Country,43,
13467,Got To Get It,Sisqo,Rock,43,
13468,Who Let The Dogs Out,Baha Men,R&B,43,
13469,The Chain Of Love,"Walker, Clay",Country,43,
13470,Love's The Only House,"McBride, Martina",Country,43,
13471,Sexual (Li Da Di),Amber,Rock,43,
13472,Kiss This,"Tippin, Aaron",Country,43,
13473,I Will.. But,SheDaisy,Country,43,
13474,Couldn't Last A Moment,"Raye, Collin",Country,43,
13475,Whoa!,Black Rob,Rap,43,
13476,Pop A Top,"Jackson, Alan",Country,43,
13477,Been There,"Black, Clint",Country,43,
13478,The Light,Common,Rap,43,
13479,Carlene,"Vassar, Phil",Country,43,
13480,www.memory,"Jackson, Alan",Country,43,
13481,The Itch,Vitamin C,Rock,43,
13482,G'D Up,"Eastsidaz, The",Rap,43,
13483,Whatever,Ideal,R&B,43,
13484,Emotional,"Thomas, Carl",Rock,43,
13485,None Of Ur Friends Business,Ginuwine,Rock,43,
13486,Unconditional,"Davidson, Clay",Country,43,
13487,What You Want,DMX,Rap,43,
13488,Someday Out Of The Blue,"John, Elton",Rock,43,
13489,Nothing As It Seems,Pearl Jam,Rock,43,
13490,The Best Of Me,Mya,Rock,43,
13491,Flowers On The Wall,"Heatherly, Eric",Country,43,
13492,Stan,Eminem,Rap,43,
13493,I'll Be,"McEntire, Reba",Country,43,
13494,Feelin' Good,"Lopez, Jennifer",Latin,43,
13495,Your Everything,"Urban, Keith",Country,43,
13496,Dear Lie,TLC,Rock,43,
13497,Feels Like Love,"Gill, Vince",Country,43,
13498,Could I Have This Kiss Forever,"Houston, Whitney",Rock,43,
13499,The Bad Touch,Bloodhound Gang,R&B,43,
13500,Angels,"Williams, Robbie",Rock,43,
13501,Because You Love Me,"Messina, Jo Dee",Country,43,
13502,Country Comes To Town,"Keith, Toby",Country,43,
13503,Girls Dem Sugar,Beenie Man,Reggae,43,
13504,Let's Make Love,"Hill, Faith",Rap,43,
13505,Caught Out There,Kelis,R&B,43,
13506,Anything,Jay-Z,Rap,43,
13507,Loser,3 Doors Down,Rock,43,
13508,You'll Always Be Loved By Me,Brooks & Dunn,Country,43,
13509,What I Need To Do,"Chesney, Kenny",Country,43,
13510,No More Rain (In This Cloud),"Stone, Angie",R&B,43,
13511,That's What I'm Looking For,Da Brat,Rap,43,
13512,This Woman Needs,SheDaisy,Country,43,
13513,Last Resort,Papa Roach,Rock,43,
13514,Open My Heart,"Adams, Yolanda",Gospel,43,
13515,Bad Boyz,Shyne,Rap,43,
13516,The Great Beyond,R.E.M.,Rock,43,
13517,It's Always Somethin',"Diffie, Joe",Country,43,
13518,Some Things Never Change,"McGraw, Tim",Country,43,
13519,Taking You Home,"Henley, Don",Rock,43,
13520,The Way I Am,Eminem,Rap,43,
13521,You Owe Me,Nas,R&B,43,
13522,Change Your Mind,Sister Hazel,Rock,43,
13523,Best Friend,Puff Daddy,Rap,43,
13524,There You Are,"McBride, Martina",Country,43,
13525,Pop Ya Collar,Usher,Rock,43,
13526,No Matter What They Say,Lil' Kim,Rap,43,
13527,I Don't Wanna Kiss You Goodnight,LFO,Rock,43,
13528,Deck The Halls,SheDaisy,Country,43,
13529,I Think God Can Explain,Splender,R&B,43,
13530,Where You Are,"Simpson, Jessica",Rock,43,
13531,Mirror Mirror,M2M,Pop,43,
13532,U Don't Love Me,Kumbia Kings,R&B,43,
13533,Treat Her Like A Lady,Joe,Rock,43,
13534,Deep Inside,"Blige, Mary J.",Rock,43,
13535,You Should've Told Me,"Price, Kelly",Rock,43,
13536,That Other Woman,Changing Faces,Rock,43,
13537,It Was,"Wright, Chely",R&B,43,
13538,Rollin',Limp Bizkit,Rock,43,
13539,I Need A Hot Girl,Hot Boys,Rap,43,
13540,Do It Again (Put Ya Hands Up),Jay-Z,Rap,43,
13541,More,"Adkins, Trace",Country,43,
13542,Cold Day In July,"Dixie Chicks, The",Country,43,
13543,As We Lay,"Price, Kelly",Rock,43,
13544,What's My Name,DMX,Rap,43,
13545,Private Emotion,"Martin, Ricky",Latin,43,
13546,If I Am,Nine Days,Rock,43,
13547,Give Me You,"Blige, Mary J.",Rock,43,
13548,Californication,Red Hot Chili Peppers,Rock,43,
13549,Deep Inside Of You,Third Eye Blind,Rock,43,
13550,Do What You Gotta Do,"Brooks, Garth",Country,43,
13551,Original Prankster,"Offspring, The",Rock,43,
13552,My Baby You,"Anthony, Marc",Latin,43,
13553,"Same Script, Different Cast","Houston, Whitney",Rock,43,
13554,Left & Right,D'Angelo,R&B,43,
13555,I Belong To You,"Kravitz, Lenny",Rock,43,
13556,That's The Kind Of Mood I'm In,"Loveless, Patty",Country,43,
13557,Breathe And Stop,Q-Tip,Rock,43,
13558,Can't Fight The Moonlight,"Rimes, LeAnn",Country,43,
13559,Tha Block Is Hot,Lil Wayne,Rap,43,
13560,Baby Don't Cry (Keep Ya Head Up II),2 Pac,Rap,43,
13561,Sleepwalker,"Wallflowers, The",Rock,43,
13562,"Left, Right, Left",Drama,Rap,43,
13563,N 2 Gether Now,Limp Bizkit,Rock,43,
13564,"Ryde or Die, Chick",Lox,Rap,43,
13565,Whistle While You Twurk,Ying Yang Twins,Rap,43,
13566,"Live, Laugh, Love","Walker, Clay",Country,43,
13567,No Leaf Clover (Live),Metallica,Rock,43,
13568,Another Nine Minutes,Yankee Grey,Country,43,
13569,Tricky Tricky ,"Bega, Lou",Rock,43,
13570,It's So Hard,Big Punisher,Rap,43,
13571,When You Need My Love,"Worley, Darryl",Country,43,
13572,How Many Licks?,Lil' Kim,Rap,43,
13573,A Little Gasoline,"Clark, Terri",Country,43,
13574,A Country Boy Can Survive,"Brock, Chad",Country,43,
13575,My Love Goes On And On,"Cagle, Chris",Country,43,
13576,Put Your Hand In Mine,"Byrd, Tracy",Country,43,
13577,I Disappear,Metallica,Rock,43,
13578,Hey Papi,Jay-Z,Rap,43,
13579,The Rockafeller Skank,Fatboy Slim,Electronica,43,
13580,Mr. Too Damn Good,"Levert, Gerald",R&B,43,
13581,Stay Or Let It Go,"McKnight, Brian",Rock,43,
13582,Smoke Rings In The Dark,"Allan, Gary",Country,43,
13583,The Best Man I Can Be,Ginuwine,Rock,43,
13584,Monica,Before Dark,Rock,43,
13585,No Me Dejes De Querer,"Estefan, Gloria",Rock,43,
13586,Sour Girl,Stone Temple Pilots,Rock,43,
13587,Daddy Won't Sell The Farm,Montgomery Gentry,Country,43,
13588,You Won't Be Lonely Now,"Cyrus, Billy Ray",Country,43,
13589,Meanwhile Back At The Ranch,Clark Family Experience,Country,43,
13590,Summer Rain,"Thomas, Carl",Rock,43,
13591,Real Live Woman,"Yearwood, Trisha",Country,43,
13592,Shut Up,Trick Daddy,Rap,43,
13593,Straight Up,"Moore, Chante",Rock,43,
13594,What Means The World To You,Cam'ron,Rap,43,
13595,U Understand,Juvenile,Rap,43,
13596,Can't Stay,"Hollister, Dave",Rock,43,
13597,Can't Go For That,Tamia,Rock,43,
13598,West Side Story,LFO,Rock,43,
13599,Me Neither,"Paisley, Brad",Country,43,
13600,Take That,"Carter, Torrey",Rock,43,
13601,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Ge+her,R&B,43,
13602,Don't Call Me Baby,Madison Avenue,Electronica,43,
13603,Got It All,Eve,Rap,43,
13604,Re-Arranged,Limp Bizkit,Rock,43,
13605,Still In My Heart,"Spencer, Tracie",Rock,43,
13606,3 Little Words,Nu Flavor,R&B,43,
13607,If You Don't Wanna Love Me,Tamar,Rock,43,
13608,Baby U Are,"Levert, Gerald",R&B,43,
13609,L.A. Song,"Hart, Beth",Country,43,
13610,The Quittin' Kind,"Diffie, Joe",Country,43,
13611,Do You,Funkmaster Flex,Rap,43,
13612,Love Sets You Free,"Price, Kelly",Rock,43,
13613,Riddle,En Vogue,Rock,43,
13614,No Mercy,"Herndon, Ty",Country,43,
13615,I'm Outta Love,Anastacia,Pop,43,
13616,Pull Over,Trina,Rap,43,
13617,Ta Da,Lil' Mo,Rap,43,
13618,Dancing Queen,A*Teens,Pop,43,
13619,Where I Wanna Be,"Sheist, Shade",Rap,43,
13620,All Good?,De La Soul,Rap,43,
13621,Get Up,"Larrieux, Amel",R&B,43,
13622,Spanish Guitar,"Braxton, Toni",Rock,43,
13623,I Know,Tuesday,Rock,43,
13624,Imagine That,LL Cool J,Rap,43,
13625,Souljas,Master P,Rap,43,
13626,Cherchez LaGhost,Ghostface Killah,R&B,43,
13627,Freakin' It,"Smith, Will",Rap,43,
13628,Kernkraft 400,Zombie Nation,Rock,43,
13629,Got Beef,"Eastsidaz, The",Rap,43,
13630,Toca's Miracle,Fragma,R&B,43,
13631,Independent Women Part I,Destiny's Child,Rock,44,
13632,"Maria, Maria",Santana,Rock,44,
13633,I Knew I Loved You,Savage Garden,Rock,44,
13634,Music,Madonna,Rock,44,
13635,Come On Over Baby (All I Want Is You),"Aguilera, Christina",Rock,44,
13636,Doesn't Really Matter,Janet,Rock,44,
13637,Say My Name,Destiny's Child,Rock,44,
13638,Be With You,"Iglesias, Enrique",Latin,44,
13639,Incomplete,Sisqo,Rock,44,
13640,Amazed,Lonestar,Country,44,4.0
13641,It's Gonna Be Me,N'Sync,Rock,44,
13642,What A Girl Wants,"Aguilera, Christina",Rock,44,
13643,Everything You Want,Vertical Horizon,Rock,44,
13644,With Arms Wide Open,Creed,Rock,44,26.0
13645,Try Again,Aaliyah,Rock,44,
13646,Bent,matchbox twenty,Rock,44,
13647,Thank God I Found You,"Carey, Mariah",Rock,44,
13648,Breathe,"Hill, Faith",Rap,44,30.0
13649,Case Of The Ex (Whatcha Gonna Do),Mya,Rock,44,
13650,He Loves U Not,Dream,Rock,44,
13651,He Wasn't Man Enough,"Braxton, Toni",Rock,44,
13652,You Sang To Me,"Anthony, Marc",Latin,44,
13653,Give Me Just One Night (Una Noche),98¡,Rock,44,
13654,Jumpin' Jumpin',Destiny's Child,Rock,44,
13655,Kryptonite,3 Doors Down,Rock,44,16.0
13656,Thong Song,Sisqo,Rock,44,
13657,I Turn To You,"Aguilera, Christina",Rock,44,
13658,My Love Is Your Love,"Houston, Whitney",Rock,44,
13659,I Wanna Know,Joe,Rock,44,45.0
13660,Get It On.. Tonite,"Jordan, Montell",Rap,44,
13661,Bye Bye Bye,N'Sync,Rock,44,
13662,The Real Slim Shady,Eminem,Rap,44,
13663,Most Girls,Pink,Rock,44,
13664,Gotta Tell You,"Mumba, Samantha",Rock,44,
13665,Bring It All To Me,Blaque,Pop,44,
13666,Hot Boyz,"Elliott, Missy ""Misdemeanor""",Rap,44,
13667,I Try,"Gray, Macy",Rock,44,
13668,This I Promise You,N'Sync,Rock,44,
13669,No More,Ruff Endz,Rock,44,
13670,Show Me The Meaning Of Being Lonely,"Backstreet Boys, The",Rock,44,
13671,Absolutely (Story Of A Girl),Nine Days,Rock,44,
13672,That's The Way It Is,"Dion, Celine",Rock,44,
13673,All The Small Things,Blink-182,Rock,44,
13674,Blue (Da Ba Dee),Eiffel 65,Electronica,44,
13675,Bag Lady,"Badu, Erkyah",Rock,44,
13676,There U Go,Pink,Rock,44,
13677,Higher,Creed,Rock,44,9.0
13678,(Hot S**t) Country Grammar,Nelly,Rap,44,
13679,Wifey,Next,Rock,44,
13680,Auld Lang Syne (The Millenium Mix),Kenny G,Jazz,44,
13681,It Feels So Good,Sonique,Rock,44,
13682,Oops!.. I Did It Again,"Spears, Britney",Rock,44,
13683,Shape Of My Heart,"Backstreet Boys, The",Rock,44,
13684,Wonderful,Everclear,Rock,44,
13685,Between Me And You,Ja Rule,Rap,44,
13686,I Need You,"Rimes, LeAnn",Country,44,
13687,Then The Morning Comes,Smash Mouth,Rock,44,
13688,I Just Wanna Love U (Give It 2 Me),Jay-Z,Rap,44,
13689,Let's Get Married,Jagged Edge,Rock,44,
13690,Take A Picture,Filter,Rock,44,
13691,She Bangs,"Martin, Ricky",Latin,44,
13692,Shake Ya Ass,Mystikal,Rap,44,
13693,Back Here,BBMak,Rock,44,
13694,From The Bottom Of My Broken Heart,"Spears, Britney",Rock,44,
13695,Never Let You Go,Third Eye Blind,Rock,44,
13696,Otherside,Red Hot Chili Peppers,Rock,44,
13697,Liar,Profyle,R&B,44,
13698,Pinch Me,Barenaked Ladies,Rock,44,
13699,He Can't Love U,Jagged Edge,Rock,44,
13700,Wobble Wobble,504 Boyz,Rap,44,
13701,Desert Rose,Sting,Rock,44,
13702,Big Pimpin',Jay-Z,Rap,44,
13703,Only God Knows Why,Kid Rock,Rock,44,
13704,Learn To Fly,Foo Fighters,Rock,44,
13705,Goodbye Earl,"Dixie Chicks, The",Country,44,
13706,Dancin',Guy,R&B,44,
13707,Bounce With Me,Lil Bow Wow,Rap,44,
13708,Swear It Again,Westlife,Rock,44,
13709,Meet Virginia,Train,Rock,44,
13710,I Wish,"Thomas, Carl",Rock,44,
13711,This Time Around,Hanson,Country,44,
13712,I Think I'm In Love With You,"Simpson, Jessica",Pop,44,
13713,What's Your Fantasy,Ludacris,Rap,44,
13714,Callin' Me,Lil' Zane,Rap,44,
13715,Don't Say You Love Me,M2M,Pop,44,
13716,Faded,SoulDecision,Rock,44,
13717,Yes!,"Brock, Chad",Country,44,
13718,Shake Your Bon-Bon,"Martin, Ricky",Latin,44,
13719,You're A God,Vertical Horizon,Rock,44,
13720,Separated,Avant,Rock,44,
13721,Big Deal,"Rimes, LeAnn",Country,44,
13722,Stay The Night,IMx,Rap,44,
13723,The Next Episode,Dr. Dre,Rap,44,
13724,Lucky,"Spears, Britney",Rock,44,
13725,Crash And Burn,Savage Garden,Rock,44,
13726,Don't Think I'm Not,Kandi,Rock,44,
13727,I Like It,Sammie,Rock,44,
13728,Broadway,Goo Goo Dolls,Rock,44,
13729,I Wanna Be With You,"Moore, Mandy",Pop,44,
13730,Forgot About Dre,Dr. Dre,Rap,44,
13731,Untitled (How Does It Feel),D'Angelo,R&B,44,
13732,That's The Way,"Messina, Jo Dee",Country,44,
13733,My First Love,Avant,Rock,44,
13734,A Puro Dolor (Purest Of Pain),Son By Four,Latin,44,
13735,What'Chu Like,Da Brat,Rap,44,
13736,Party Up (Up In Here),DMX,Rap,44,
13737,Cowboy Take Me Away,"Dixie Chicks, The",Country,44,
13738,My Next Thirty Years,"McGraw, Tim",Country,44,
13739,Best Of Intentions,"Tritt, Travis",Country,44,
13740,Better Off Alone,Alice Deejay,Electronica,44,
13741,Another Dumb Blonde,Hoku,Pop,44,
13742,I Learned From The Best,"Houston, Whitney",Rock,44,
13743,Hanginaround,Counting Crows,Rock,44,
13744,Shackles (Praise You),Mary Mary,Rock,44,
13745,Crybaby,"Carey, Mariah",Rock,44,
13746,My Best Friend,"McGraw, Tim",Country,44,
13747,Falls Apart,Sugar Ray,Rock,44,
13748,American Pie,Madonna,Rock,44,
13749,Where I Wanna Be,"Jones, Donell",Rock,44,
13750,We Danced,"Paisley, Brad",Country,44,
13751,What About Now,Lonestar,Country,44,
13752,The One,"Backstreet Boys, The",Rock,44,
13753,How Do You Like Me Now?!,"Keith, Toby",Country,44,
13754,The Best Day,"Strait, George",Country,44,
13755,Without You,"Dixie Chicks, The",Country,44,
13756,Just Friends (Sunny),Musiq,Rap,44,
13757,What Do You Say,"McEntire, Reba",Country,44,
13758,Just Be A Man About It,"Braxton, Toni",Rock,44,
13759,Rhythm Divine,"Iglesias, Enrique",Latin,44,
13760,I Will Love Again,"Fabian, Lara",Pop,44,
13761,It's My Life,Bon Jovi,Rock,44,
13762,Born To Fly,"Evans, Sara",Country,44,
13763,I Lost It,"Chesney, Kenny",Country,44,
13764,One Night Stand,J-Shin,R&B,44,
13765,Love Is Blind,Eve,Rap,44,
13766,I Don't Wanna,Aaliyah,Rock,44,
13767,The Little Girl,"Montgomery, John Michael",Country,44,
13768,Aaron's Party (Come Get It),"Carter, Aaron",R&B,44,
13769,Just Another Day In Paradise,"Vassar, Phil",Country,44,
13770,You Can Do It,Ice Cube,Rap,44,
13771,Back At One,"Wills, Mark",Country,44,
13772,Dance Tonight,Lucy Pearl,R&B,44,
13773,It Must Be Love,"Jackson, Alan",Country,44,
13774,She's More,"Griggs, Andy",Country,44,
13775,Simple Kind Of Life,No Doubt,Rock,44,
13776,911,"Jean, Wyclef",Rap,44,
13777,Prayin' For Daylight,Rascal Flatts,Country,44,
13778,Graduation (Friends Forever),Vitamin C,Rock,44,
13779,One Voice,"Gilman, Billy",Country,44,
13780,Smile,Lonestar,Country,44,
13781,Buy Me A Rose,"Rogers, Kenny",Country,44,
13782,Lessons Learned,"Lawrence, Tracy",Country,44,
13783,Go On,"Strait, George",Country,44,
13784,Got To Get It,Sisqo,Rock,44,
13785,Who Let The Dogs Out,Baha Men,R&B,44,
13786,The Chain Of Love,"Walker, Clay",Country,44,
13787,Love's The Only House,"McBride, Martina",Country,44,
13788,Sexual (Li Da Di),Amber,Rock,44,
13789,Kiss This,"Tippin, Aaron",Country,44,
13790,I Will.. But,SheDaisy,Country,44,
13791,Couldn't Last A Moment,"Raye, Collin",Country,44,
13792,Whoa!,Black Rob,Rap,44,
13793,Pop A Top,"Jackson, Alan",Country,44,
13794,Been There,"Black, Clint",Country,44,
13795,The Light,Common,Rap,44,
13796,Carlene,"Vassar, Phil",Country,44,
13797,www.memory,"Jackson, Alan",Country,44,
13798,The Itch,Vitamin C,Rock,44,
13799,G'D Up,"Eastsidaz, The",Rap,44,
13800,Whatever,Ideal,R&B,44,
13801,Emotional,"Thomas, Carl",Rock,44,
13802,None Of Ur Friends Business,Ginuwine,Rock,44,
13803,Unconditional,"Davidson, Clay",Country,44,
13804,What You Want,DMX,Rap,44,
13805,Someday Out Of The Blue,"John, Elton",Rock,44,
13806,Nothing As It Seems,Pearl Jam,Rock,44,
13807,The Best Of Me,Mya,Rock,44,
13808,Flowers On The Wall,"Heatherly, Eric",Country,44,
13809,Stan,Eminem,Rap,44,
13810,I'll Be,"McEntire, Reba",Country,44,
13811,Feelin' Good,"Lopez, Jennifer",Latin,44,
13812,Your Everything,"Urban, Keith",Country,44,
13813,Dear Lie,TLC,Rock,44,
13814,Feels Like Love,"Gill, Vince",Country,44,
13815,Could I Have This Kiss Forever,"Houston, Whitney",Rock,44,
13816,The Bad Touch,Bloodhound Gang,R&B,44,
13817,Angels,"Williams, Robbie",Rock,44,
13818,Because You Love Me,"Messina, Jo Dee",Country,44,
13819,Country Comes To Town,"Keith, Toby",Country,44,
13820,Girls Dem Sugar,Beenie Man,Reggae,44,
13821,Let's Make Love,"Hill, Faith",Rap,44,
13822,Caught Out There,Kelis,R&B,44,
13823,Anything,Jay-Z,Rap,44,
13824,Loser,3 Doors Down,Rock,44,
13825,You'll Always Be Loved By Me,Brooks & Dunn,Country,44,
13826,What I Need To Do,"Chesney, Kenny",Country,44,
13827,No More Rain (In This Cloud),"Stone, Angie",R&B,44,
13828,That's What I'm Looking For,Da Brat,Rap,44,
13829,This Woman Needs,SheDaisy,Country,44,
13830,Last Resort,Papa Roach,Rock,44,
13831,Open My Heart,"Adams, Yolanda",Gospel,44,
13832,Bad Boyz,Shyne,Rap,44,
13833,The Great Beyond,R.E.M.,Rock,44,
13834,It's Always Somethin',"Diffie, Joe",Country,44,
13835,Some Things Never Change,"McGraw, Tim",Country,44,
13836,Taking You Home,"Henley, Don",Rock,44,
13837,The Way I Am,Eminem,Rap,44,
13838,You Owe Me,Nas,R&B,44,
13839,Change Your Mind,Sister Hazel,Rock,44,
13840,Best Friend,Puff Daddy,Rap,44,
13841,There You Are,"McBride, Martina",Country,44,
13842,Pop Ya Collar,Usher,Rock,44,
13843,No Matter What They Say,Lil' Kim,Rap,44,
13844,I Don't Wanna Kiss You Goodnight,LFO,Rock,44,
13845,Deck The Halls,SheDaisy,Country,44,
13846,I Think God Can Explain,Splender,R&B,44,
13847,Where You Are,"Simpson, Jessica",Rock,44,
13848,Mirror Mirror,M2M,Pop,44,
13849,U Don't Love Me,Kumbia Kings,R&B,44,
13850,Treat Her Like A Lady,Joe,Rock,44,
13851,Deep Inside,"Blige, Mary J.",Rock,44,
13852,You Should've Told Me,"Price, Kelly",Rock,44,
13853,That Other Woman,Changing Faces,Rock,44,
13854,It Was,"Wright, Chely",R&B,44,
13855,Rollin',Limp Bizkit,Rock,44,
13856,I Need A Hot Girl,Hot Boys,Rap,44,
13857,Do It Again (Put Ya Hands Up),Jay-Z,Rap,44,
13858,More,"Adkins, Trace",Country,44,
13859,Cold Day In July,"Dixie Chicks, The",Country,44,
13860,As We Lay,"Price, Kelly",Rock,44,
13861,What's My Name,DMX,Rap,44,
13862,Private Emotion,"Martin, Ricky",Latin,44,
13863,If I Am,Nine Days,Rock,44,
13864,Give Me You,"Blige, Mary J.",Rock,44,
13865,Californication,Red Hot Chili Peppers,Rock,44,
13866,Deep Inside Of You,Third Eye Blind,Rock,44,
13867,Do What You Gotta Do,"Brooks, Garth",Country,44,
13868,Original Prankster,"Offspring, The",Rock,44,
13869,My Baby You,"Anthony, Marc",Latin,44,
13870,"Same Script, Different Cast","Houston, Whitney",Rock,44,
13871,Left & Right,D'Angelo,R&B,44,
13872,I Belong To You,"Kravitz, Lenny",Rock,44,
13873,That's The Kind Of Mood I'm In,"Loveless, Patty",Country,44,
13874,Breathe And Stop,Q-Tip,Rock,44,
13875,Can't Fight The Moonlight,"Rimes, LeAnn",Country,44,
13876,Tha Block Is Hot,Lil Wayne,Rap,44,
13877,Baby Don't Cry (Keep Ya Head Up II),2 Pac,Rap,44,
13878,Sleepwalker,"Wallflowers, The",Rock,44,
13879,"Left, Right, Left",Drama,Rap,44,
13880,N 2 Gether Now,Limp Bizkit,Rock,44,
13881,"Ryde or Die, Chick",Lox,Rap,44,
13882,Whistle While You Twurk,Ying Yang Twins,Rap,44,
13883,"Live, Laugh, Love","Walker, Clay",Country,44,
13884,No Leaf Clover (Live),Metallica,Rock,44,
13885,Another Nine Minutes,Yankee Grey,Country,44,
13886,Tricky Tricky ,"Bega, Lou",Rock,44,
13887,It's So Hard,Big Punisher,Rap,44,
13888,When You Need My Love,"Worley, Darryl",Country,44,
13889,How Many Licks?,Lil' Kim,Rap,44,
13890,A Little Gasoline,"Clark, Terri",Country,44,
13891,A Country Boy Can Survive,"Brock, Chad",Country,44,
13892,My Love Goes On And On,"Cagle, Chris",Country,44,
13893,Put Your Hand In Mine,"Byrd, Tracy",Country,44,
13894,I Disappear,Metallica,Rock,44,
13895,Hey Papi,Jay-Z,Rap,44,
13896,The Rockafeller Skank,Fatboy Slim,Electronica,44,
13897,Mr. Too Damn Good,"Levert, Gerald",R&B,44,
13898,Stay Or Let It Go,"McKnight, Brian",Rock,44,
13899,Smoke Rings In The Dark,"Allan, Gary",Country,44,
13900,The Best Man I Can Be,Ginuwine,Rock,44,
13901,Monica,Before Dark,Rock,44,
13902,No Me Dejes De Querer,"Estefan, Gloria",Rock,44,
13903,Sour Girl,Stone Temple Pilots,Rock,44,
13904,Daddy Won't Sell The Farm,Montgomery Gentry,Country,44,
13905,You Won't Be Lonely Now,"Cyrus, Billy Ray",Country,44,
13906,Meanwhile Back At The Ranch,Clark Family Experience,Country,44,
13907,Summer Rain,"Thomas, Carl",Rock,44,
13908,Real Live Woman,"Yearwood, Trisha",Country,44,
13909,Shut Up,Trick Daddy,Rap,44,
13910,Straight Up,"Moore, Chante",Rock,44,
13911,What Means The World To You,Cam'ron,Rap,44,
13912,U Understand,Juvenile,Rap,44,
13913,Can't Stay,"Hollister, Dave",Rock,44,
13914,Can't Go For That,Tamia,Rock,44,
13915,West Side Story,LFO,Rock,44,
13916,Me Neither,"Paisley, Brad",Country,44,
13917,Take That,"Carter, Torrey",Rock,44,
13918,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Ge+her,R&B,44,
13919,Don't Call Me Baby,Madison Avenue,Electronica,44,
13920,Got It All,Eve,Rap,44,
13921,Re-Arranged,Limp Bizkit,Rock,44,
13922,Still In My Heart,"Spencer, Tracie",Rock,44,
13923,3 Little Words,Nu Flavor,R&B,44,
13924,If You Don't Wanna Love Me,Tamar,Rock,44,
13925,Baby U Are,"Levert, Gerald",R&B,44,
13926,L.A. Song,"Hart, Beth",Country,44,
13927,The Quittin' Kind,"Diffie, Joe",Country,44,
13928,Do You,Funkmaster Flex,Rap,44,
13929,Love Sets You Free,"Price, Kelly",Rock,44,
13930,Riddle,En Vogue,Rock,44,
13931,No Mercy,"Herndon, Ty",Country,44,
13932,I'm Outta Love,Anastacia,Pop,44,
13933,Pull Over,Trina,Rap,44,
13934,Ta Da,Lil' Mo,Rap,44,
13935,Dancing Queen,A*Teens,Pop,44,
13936,Where I Wanna Be,"Sheist, Shade",Rap,44,
13937,All Good?,De La Soul,Rap,44,
13938,Get Up,"Larrieux, Amel",R&B,44,
13939,Spanish Guitar,"Braxton, Toni",Rock,44,
13940,I Know,Tuesday,Rock,44,
13941,Imagine That,LL Cool J,Rap,44,
13942,Souljas,Master P,Rap,44,
13943,Cherchez LaGhost,Ghostface Killah,R&B,44,
13944,Freakin' It,"Smith, Will",Rap,44,
13945,Kernkraft 400,Zombie Nation,Rock,44,
13946,Got Beef,"Eastsidaz, The",Rap,44,
